,t1,t2,t3,ave
500,50.722,50.233,48.708,49.88766666666667
501,50.844,50.325,48.769,49.97933333333334
502,50.905,50.264,48.647,49.93866666666667
503,50.722,50.233,48.708,49.88766666666667
504,50.783,50.172,48.708,49.88766666666667
505,50.661,50.203,48.708,49.85733333333334
506,50.844,50.295,48.799,49.97933333333334
507,50.813,50.295,48.738,49.94866666666667
508,50.783,50.264,48.708,49.91833333333333
509,50.6,50.142,48.708,49.81666666666666
510,50.905,50.447,48.921,50.091
511,50.691,50.203,48.708,49.867333333333335
512,50.722,50.264,48.769,49.91833333333333
513,50.844,50.356,48.83,50.01
514,50.783,50.295,48.769,49.949000000000005
515,50.813,50.295,48.799,49.969
516,50.813,50.295,48.769,49.959
517,50.783,50.295,48.769,49.949000000000005
518,50.996,50.447,48.83,50.09100000000001
519,50.813,50.356,48.769,49.97933333333334
520,50.722,50.264,48.677,49.88766666666667
521,50.783,50.203,48.769,49.91833333333333
522,50.722,50.233,48.738,49.89766666666666
523,50.844,50.325,48.799,49.98933333333334
524,50.813,50.264,48.83,49.968999999999994
525,50.813,50.325,48.83,49.98933333333334
526,50.935,50.417,48.83,50.06066666666667
527,50.905,50.295,48.738,49.97933333333333
528,50.813,50.295,48.769,49.959
529,50.752,50.233,48.799,49.928
530,50.722,50.233,48.799,49.918
531,50.783,50.203,48.708,49.898
532,50.783,50.264,48.708,49.91833333333333
533,50.783,50.295,48.769,49.949000000000005
534,50.752,50.233,48.83,49.93833333333333
535,50.783,50.264,48.738,49.928333333333335
536,50.783,50.295,48.769,49.949000000000005
537,50.722,50.264,48.769,49.91833333333333
538,50.783,50.295,48.738,49.93866666666667
539,50.874,50.356,48.799,50.00966666666667
540,50.783,50.325,48.769,49.959
541,50.661,50.233,48.738,49.87733333333333
542,50.752,50.295,48.769,49.93866666666667
543,50.844,50.325,48.769,49.97933333333334
544,50.844,50.295,48.83,49.989666666666665
545,50.783,50.264,48.708,49.91833333333333
546,50.813,50.356,48.799,49.98933333333334
547,50.844,50.386,48.769,49.99966666666666
548,50.752,50.295,48.738,49.928333333333335
549,50.569,50.05,48.647,49.75533333333333
550,50.752,50.233,48.769,49.918
551,50.905,50.417,48.86,50.06066666666667
552,50.935,50.386,48.83,50.050333333333334
553,50.813,50.264,48.799,49.958666666666666
554,50.844,50.295,48.83,49.989666666666665
555,50.783,50.264,48.738,49.928333333333335
556,50.783,50.264,48.83,49.959
557,50.783,50.264,48.738,49.928333333333335
558,50.752,50.233,48.769,49.918
559,50.722,50.233,48.708,49.88766666666667
560,50.813,50.233,48.799,49.94833333333333
561,50.752,50.233,48.769,49.918
562,50.661,50.142,48.708,49.836999999999996
563,50.874,50.325,48.86,50.01966666666667
564,50.844,50.295,48.83,49.989666666666665
565,50.874,50.325,48.799,49.99933333333334
566,50.874,50.295,48.769,49.97933333333334
567,50.905,50.386,48.83,50.04033333333333
568,50.874,50.325,48.799,49.99933333333334
569,50.905,50.325,48.738,49.98933333333334
570,50.813,50.295,48.769,49.959
571,50.783,50.203,48.769,49.91833333333333
572,50.844,50.264,48.769,49.959
573,50.874,50.264,48.799,49.979000000000006
574,50.874,50.325,48.799,49.99933333333334
575,50.844,50.264,48.799,49.969
576,50.905,50.356,48.83,50.03033333333334
577,50.844,50.203,48.769,49.93866666666667
578,50.844,50.386,48.982,50.07066666666666
579,50.813,50.264,48.769,49.94866666666667
580,50.874,50.325,48.891,50.03
581,50.966,50.356,48.83,50.050666666666665
582,50.844,50.295,48.799,49.97933333333334
583,50.996,50.356,48.83,50.06066666666667
584,50.874,50.295,48.83,49.99966666666668
585,50.844,50.295,48.83,49.989666666666665
586,50.874,50.264,48.769,49.969
587,50.813,50.295,48.799,49.969
588,50.813,50.264,48.83,49.968999999999994
589,50.935,50.295,48.769,49.99966666666666
590,50.783,50.233,48.738,49.918
591,50.813,50.233,48.769,49.93833333333333
592,50.813,50.295,48.769,49.959
593,50.783,50.172,48.738,49.89766666666666
594,50.813,50.203,48.769,49.928333333333335
595,50.783,50.264,48.738,49.928333333333335
596,50.935,50.295,48.769,49.99966666666666
597,50.905,50.295,48.86,50.02
598,50.935,50.325,48.83,50.03
599,50.844,50.295,48.83,49.989666666666665
600,50.844,50.203,48.799,49.94866666666667
601,50.966,50.356,48.83,50.050666666666665
602,50.844,50.233,48.769,49.94866666666667
603,50.935,50.325,48.799,50.019666666666666
604,50.874,50.233,48.708,49.93833333333333
605,50.874,50.264,48.769,49.969
606,50.813,50.203,48.769,49.928333333333335
607,50.905,50.233,48.799,49.979000000000006
608,50.874,50.203,48.769,49.94866666666667
609,50.813,50.172,48.738,49.90766666666667
610,50.844,50.233,48.769,49.94866666666667
611,50.844,50.264,48.83,49.97933333333333
612,50.905,50.203,48.769,49.959
613,50.874,50.264,48.799,49.979000000000006
614,50.905,50.264,48.83,49.99966666666668
615,50.905,50.172,48.738,49.93833333333333
616,50.905,50.264,48.799,49.98933333333334
617,50.905,50.264,48.799,49.98933333333334
618,50.935,50.233,48.83,49.99933333333333
619,50.844,50.233,48.769,49.94866666666667
620,50.966,50.295,48.86,50.04033333333333
621,50.813,50.142,48.738,49.89766666666667
622,50.874,50.233,48.799,49.96866666666667
623,50.813,50.203,48.799,49.93833333333333
624,50.905,50.264,48.83,49.99966666666668
625,50.966,50.264,48.799,50.00966666666667
626,50.905,50.233,48.83,49.98933333333334
627,50.905,50.264,48.799,49.98933333333334
628,50.844,50.233,48.738,49.93833333333333
629,50.905,50.233,48.799,49.979000000000006
630,50.905,50.295,48.86,50.02
631,50.935,50.295,48.83,50.02
632,50.935,50.295,48.86,50.03
633,50.935,50.325,48.799,50.019666666666666
634,50.874,50.233,48.799,49.96866666666667
635,50.905,50.295,48.799,49.99966666666666
636,50.935,50.233,48.83,49.99933333333333
637,50.905,50.233,48.799,49.979000000000006
638,50.874,50.233,48.799,49.96866666666667
639,50.935,50.264,48.83,50.00966666666667
640,50.935,50.295,48.83,50.02
641,50.966,50.356,48.86,50.06066666666667
642,50.905,50.264,48.86,50.00966666666667
643,50.752,50.142,48.708,49.867333333333335
644,50.905,50.203,48.799,49.969
645,50.905,50.264,48.83,49.99966666666668
646,50.966,50.264,48.799,50.00966666666667
647,50.905,50.264,48.86,50.00966666666667
648,50.874,50.233,48.799,49.96866666666667
649,50.844,50.203,48.769,49.93866666666667
650,50.966,50.295,48.891,50.050666666666665
651,50.905,50.233,48.86,49.99933333333333
652,50.935,50.264,48.83,50.00966666666667
653,50.905,50.172,48.799,49.958666666666666
654,50.813,50.142,48.799,49.918000000000006
655,50.905,50.172,48.616,49.89766666666666
656,50.966,50.233,48.83,50.00966666666667
657,51.088,50.356,48.86,50.101333333333336
658,50.783,50.142,48.83,49.91833333333333
