parameters,mae,rmse,max_error,experimental,prediction
"(np.float64(23.0), np.float64(50.0), np.float64(0.408))",63.471144909590585,68.54396090460317,103.86761630651434,"{'time': array([ 0.00000e+00, -3.10000e-02,  0.00000e+00, ...,  1.85739e+02,
        1.85799e+02,  1.85859e+02]), 'temperature': array([ 62.929     ,  62.88833333,  62.919     , ..., 253.25333333,
       253.23333333, 253.28333333])}","{'time': array([  0.       ,   0.9962871,   1.9925742,   2.9888613,   3.9851484,
         4.981436 ,   5.9777226,   6.9740095,   7.970297 ,   8.966584 ,
         9.962872 ,  10.959158 ,  11.955445 ,  12.951733 ,  13.948019 ,
        14.944306 ,  15.940594 ,  16.93688  ,  17.933168 ,  18.929455 ,
        19.925743 ,  20.92203  ,  21.918316 ,  22.914604 ,  23.91089  ,
        24.907177 ,  25.903465 ,  26.899752 ,  27.896038 ,  28.892326 ,
        29.888613 ,  30.884901 ,  31.881187 ,  32.877476 ,  33.87376  ,
        34.87005  ,  35.866337 ,  36.86262  ,  37.85891  ,  38.855198 ,
        39.851486 ,  40.84777  ,  41.84406  ,  42.840347 ,  43.83663  ,
        44.83292  ,  45.82921  ,  46.825493 ,  47.82178  ,  48.81807  ,
        49.814354 ,  50.810642 ,  51.80693  ,  52.803215 ,  53.799503 ,
        54.79579  ,  55.792076 ,  56.788364 ,  57.784653 ,  58.78094  ,
        59.777225 ,  60.773514 ,  61.769802 ,  62.766087 ,  63.762375 ,
        64.75866  ,  65.75495  ,  66.751236 ,  67.74752  ,  68.74381  ,
        69.7401   ,  70.73638  ,  71.73267  ,  72.72896  ,  73.72524  ,
        74.721535 ,  75.71782  ,  76.7141   ,  77.710396 ,  78.70668  ,
        79.70297  ,  80.69926  ,  81.69554  ,  82.69183  ,  83.68812  ,
        84.6844   ,  85.680695 ,  86.67698  ,  87.67326  ,  88.669556 ,
        89.66584  ,  90.662125 ,  91.65842  ,  92.6547   ,  93.650986 ,
        94.64728  ,  95.64356  ,  96.63985  ,  97.63614  ,  98.63242  ,
        99.62871  , 100.625    , 101.621284 , 102.61757  , 103.61386  ,
       104.610146 , 105.60643  , 106.60272  , 107.59901  , 108.59529  ,
       109.59158  , 110.58787  , 111.58415  , 112.580444 , 113.57673  ,
       114.57302  , 115.569305 , 116.56559  , 117.56188  , 118.55817  ,
       119.55445  , 120.55074  , 121.54703  , 122.54331  , 123.539604 ,
       124.53589  , 125.53217  , 126.528465 , 127.52475  , 128.52104  ,
       129.51732  , 130.51361  , 131.5099   , 132.50618  , 133.50247  ,
       134.49876  , 135.49504  , 136.49133  , 137.48763  , 138.4839   ,
       139.4802   , 140.47649  , 141.47276  , 142.46906  , 143.46535  ,
       144.46162  , 145.45792  , 146.45421  , 147.45049  , 148.44678  ],
      dtype=float32), 'temperature': array([ 62.25362 ,  62.40148 ,  62.18527 ,  62.311047,  62.204666,
        62.119556,  62.765827,  63.154583,  63.02745 ,  64.27268 ,
        64.16534 ,  64.70373 ,  67.23524 ,  72.39522 ,  75.224   ,
        76.62327 ,  83.67052 ,  82.168434,  84.58125 ,  96.705185,
        95.18091 , 114.014915, 106.54015 , 112.58366 , 104.679565,
       137.04172 , 156.07545 , 148.53467 , 147.83762 , 138.9862  ,
       129.30046 , 133.87692 , 153.26025 , 169.25032 , 147.50558 ,
       155.20155 , 167.29823 , 151.93869 , 157.60846 , 162.35503 ,
       163.71407 , 181.32713 , 164.96045 , 156.47345 , 168.04066 ,
       181.71301 , 206.05165 , 184.4435  , 155.19014 , 154.70831 ,
       150.03308 , 175.57692 , 168.3657  , 179.31886 , 190.73305 ,
       185.30739 , 198.73672 , 159.76822 , 162.55006 , 165.69269 ,
       205.97183 , 187.51956 , 159.00067 , 163.05405 , 180.31372 ,
       189.20433 , 176.3404  , 159.84769 , 158.35292 , 181.74661 ,
       181.5317  , 167.36302 , 171.1941  , 201.15976 , 198.26965 ,
       178.02214 , 183.68968 , 173.40518 , 185.16458 , 207.6678  ,
       198.46701 , 190.11751 , 194.538   , 194.9629  , 196.28432 ,
       179.21622 , 185.81741 , 210.69284 , 191.36777 , 187.41718 ,
       181.12111 , 169.567   , 196.53319 , 200.34012 , 178.51102 ,
       186.60089 , 197.88554 , 179.05243 , 175.59554 , 198.1533  ,
       211.72998 , 203.2414  , 206.9012  , 209.5491  , 214.18918 ,
       196.6284  , 179.71727 , 199.05205 , 172.07664 , 189.48657 ,
       189.36848 , 198.33887 , 204.83731 , 212.8692  , 175.64282 ,
       197.72577 , 202.9383  , 201.75842 , 205.50983 , 176.82185 ,
       201.4725  , 211.047   , 183.28078 , 196.82799 , 198.02605 ,
       185.69122 , 210.43251 , 170.29208 , 223.18678 , 193.35184 ,
       185.70067 , 192.01723 , 186.15567 , 201.70683 , 180.58539 ,
       212.3252  , 225.85216 , 205.62372 , 185.6697  , 185.85274 ,
       225.57898 , 171.20592 , 197.58537 , 181.95691 , 186.17715 ,
       197.46518 , 183.91193 , 201.27531 , 204.41751 , 175.72884 ],
      dtype=float32), 'interpolated': array([ 62.25362015,  62.25362015,  62.25362015, ..., 175.72883606,
       175.72883606, 175.72883606])}"
